序号,题目ID,题目,答案,采集时间,来源
734,929371309,"设总体 服从泊松分布 , 其中 为未知参数, 为来自 的简单随机样本, 为样本均值, 为样本方差, 则 的矩估计为（ ）.",https://image.zhihuishu.com/zhs/question-import/formula/202303/1f03e165b54847e292cecd2f3a4faff1.png,2026-09-19 10:15:17,错题采集
735,931999476,设 是来自二项分布总体 的样本，其中 已知，则未知参数 的矩估计量 （ ）。,https://image.zhihuishu.com/zhs/doctrans/docx2html/202012/dfe4b6fbe8934effbab00f3e7478fb73.png,2026-09-19 10:15:17,错题采集
736,932473119,设总体 服从区间 上的均匀分布 为样本，则 的极大似然估计为（ ）,https://hike-export.oss-cn-hangzhou.aliyuncs.com/paper/dev/20260509/159a0e73-f533-4376-b838-6526eb1a0a06.png,2026-09-19 10:17:09,错题采集
737,929369999,参数估计中，未知参数的极大似然估计是唯一的. （ ）,错,2026-09-19 10:17:46,错题采集
738,929369995,"参数估计中, 未知参数的矩估计和极大似然估计的结果是一样的. （ ）",错,2026-09-19 10:18:44,错题采集
739,931999479,设 是总体 的样本，且 ， ，则当 （ ）时， 是 的无偏估计。,https://image.zhihuishu.com/zhs/doctrans/docx2html/202012/278a1a8eb8d44a4cb8605c3a5ea29787.png,2026-09-19 10:19:34,错题采集
740,929370003,设 是总体分布中未知参数 的一个估计量，且满足 ，则 称为 的无偏估计量. （ ）,对,2026-09-19 10:19:34,错题采集
741,929371026,"设 为来自总体 的简单随机样本, 为样本均值, 则 可作为总体方差的无偏估计. （ ）",错,2026-09-19 10:20:03,错题采集
742,932473094,"设 为来自二项分布总体 的简单随机样本, 和 分别为 样本均值和样本方差, 若 为 的无偏估计量, 则 .",https://hike-export.oss-cn-hangzhou.aliyuncs.com/paper/dev/20260523/73f60801-8976-43be-9417-476c37f38ef7.png,2026-09-19 10:20:03,错题采集
743,929371303,设总体 服从参数为 的泊松分布， 是来自总体 的简单随机样本， 且统计量 是 的一个无偏估计量，则常数 .（ ）,https://image.zhihuishu.com/zhs/question-import/formula/202303/ba761246a6394ac2aa1731129995298e.png,2026-09-19 10:20:22,错题采集
744,929371016,"设总体 的期望和方差均存在, 为来自总体 的简单随机样本, 为样本均值, 则统计量（ ）是总体方差的无偏估计.",https://image.zhihuishu.com/zhs/question-import/formula/202303/85750d80e3b7480fbe8b25e65658fbc6.png,2026-09-19 10:20:22,错题采集
745,929371276,"设 为来自总体 的简单随机样本, 统计量 为 的一个无偏估计, 则 .（ ）",https://image.zhihuishu.com/zhs/question-import/formula/202303/1c49ddf6a5b04efaa9f4a2136200423c.png,2026-09-19 10:20:41,错题采集
746,931999478,设 是来自正态分布总体 的样本，则 ， ， ， ， 中有（ ）个是 的无偏估计量。,https://image.zhihuishu.com/zhs/doctrans/docx2html/202012/3c3f64d3487e42d7b8f042c17c2cc12b.png,2026-09-19 10:20:41,错题采集
747,932473120,设总体 的数学期望 ，方差 是来自总体 的简单随机样本，则下列 的估计量中最有效的是（ ）,https://hike-export.oss-cn-hangzhou.aliyuncs.com/paper/dev/20260517/e07c7565-da4a-4a37-9951-08004f2aa4aa.png,2026-09-19 10:20:41,错题采集
748,929370007,"设 是总体分布中未知参数 的无偏估计量, 则 也是 的无偏估计量. （ ）",错,2026-09-19 10:20:58,错题采集
749,929371021,"若总体 的均值为 , 方差为 , 是来自 的样本, 则下列三个关于 的无偏估计量 , 最有效的是（ ）.",https://image.zhihuishu.com/zhs/question-import/formula/202303/63f84d333ac348cfa19b8c7694766d25.png,2026-09-19 10:20:58,错题采集
750,929423675,"设 为来自正态总体 的简单随机样本, 为样本方差, 则 .（ ）",1,2026-09-19 10:21:15,错题采集
751,929370001,已知总体 的均值和方差分别为 ， 为来自 的简单随机样本，则不论总体 服从什么分布，样本均值 ，样本方差 都是总体均值 和总体方差 的无偏估计. （ ）,对,2026-09-19 10:21:15,错题采集
752,929369996,"设 为来自正态总体 的样本, 则 和 均为 无偏估计, 且 更有效. （ ）",对,2026-09-19 10:21:15,错题采集
753,929370000,设 为来自正态总体 的样本，则 和 均为 无偏估计，且 更有效. （ ）,错,2026-09-19 10:21:15,错题采集
754,929371015,"设总体 的二阶矩存在, 为来自总体 的简单随机样本, 为样本均值, 为样本方差, 则 的矩估计为（ ）.",https://image.zhihuishu.com/zhs/question-import/formula/202303/523758cfcb7a4d17b63bb20d033f5756.png,2026-09-19 10:21:15,错题采集
755,929371278,"设总体 的期望为 , 方差为 , 是来自 的简单随机样本, 则三个关于 的无偏估计量 , , 中最有效的是 .（ ）",https://image.zhihuishu.com/zhs/question-import/formula/202303/6ce6b28a581c416b98b1fcdcd26b75de.png,2026-09-19 10:21:15,错题采集
756,932473093,"设一批零件的长度服从正态分布 , 其中 均末知, 现从中随机抽 取 16 个零件, 测得样本均值 , 样本标准差 , 则 的置信度为 的置信区间为 .",https://hike-export.oss-cn-hangzhou.aliyuncs.com/paper/dev/20260509/d9f64fc8-4743-448d-922e-5ce9e7c1095c.png,2026-09-19 10:22:11,错题采集
757,932473154,设总体 其中 已知。若已知样本容量与置信度 均不变，则对于不同的样本观察值，总体均值 的置信区间的长度（）,不变,2026-09-19 10:22:38,错题采集
758,931999480,设一批零件的长度服从正态分布 ，其中 ， 均未知。现从中随机抽取16个零件，测得样本均值 ，样本标准差 ，则的置信度为0.90的置信区间是（ ）。,https://image.zhihuishu.com/zhs/doctrans/docx2html/202012/b9455f515cf840eb84060088e57cf04d.png,2026-09-19 10:22:55,错题采集
759,929371277,"设一批零件的长度 服从正态分布 , 从中随机抽取 个零件测得长度的平均值 , 已知参数 的置信度为0.95的双侧置信区间的置信上限为10, 则 的置信度为0.95的双侧置信区间的置信下限为 .（ ）",https://image.zhihuishu.com/zhs/question-import/formula/202303/d89fb626c5784120a62442c9eb90e23d.png,2026-09-19 10:22:55,错题采集
760,929371022,"设 是总体分布中的未知参数, 为 的置信度为 的置信区间, 则（ ）.",落在区间 的概率为|https://image.zhihuishu.com/zhs/question-import/formula/202303/7920b6bb14cd4cec9475a1f7373f5e16.png,2026-09-19 10:23:13,错题采集
761,929371024,设总体 服从正态分布 ，从中随机地抽取25个样本，则 的置信度为0.95的置信区间的长度 。（ ） (已知 ，其中 为标准正态分布的分布函数),https://image.zhihuishu.com/zhs/question-import/formula/202303/49a55cfe7a3147f7b2d2276569a115fd.png,2026-09-19 10:23:13,错题采集
762,929371272,已知一批零件的长度 服从正态分布 ，若要总体均值 的置信度为 的置信区间的长度不超过 ，则样本容量至少为 . （ ）,https://image.zhihuishu.com/zhs/question-import/formula/202303/5df9577f62784623ae9b72d5c686be1a.png,2026-09-19 10:23:13,错题采集
763,929371306,设总体 服从正态分布 ，其中 未知，则均值 的置信度为 的置信区间为（ ）.,https://image.zhihuishu.com/zhs/question-import/formula/202303/1bb979df8343412b8963796b1079226e.png,2026-09-19 10:23:13,错题采集
764,929371025,若总体 ，其中 已知，当样本容量 保持不变时，如果置信度 变小，则 的置信区间（ ）,长度变小,2026-09-19 10:23:13,错题采集
765,929371305,设总体 服从正态分布 ，其中 均未知. 若样本容量 和样本值不变，则总体均值 的置信区间长度 与置信度 的关系是（ ）.,当 减小时， 缩短|https://image.zhihuishu.com/zhs/question-import/formula/202303/690a344c44e44f7a8cf957e092a82551.png,2026-09-19 10:23:13,错题采集
766,929371274,"设 是来自正态总体 的简单随机样本, 未知, 为样本方差, 则 的置信度为 的置信区间为 .（ ）",https://image.zhihuishu.com/zhs/question-import/formula/202303/3fd30ae743b24c96bb45ecc9c3824b7d.png,2026-09-19 10:24:14,错题采集
767,929369998,"设 为来自正态总体 的简单随机样本, 其中 未知, 若对 进行区间估计, 则应选择的统计量及其服从的分布为 .（ ）",错,2026-09-19 10:24:14,错题采集
768,929371304,设 是来自正态总体 的简单随机样本，其中 已知， 为未知参数，记 ，则 的置信度为0.95的置信区间是 . （ ）（其中 为标准正态分布的分布函数， ）,https://image.zhihuishu.com/zhs/question-import/formula/202303/ae626ccb8bff4a7b814d31cc62be1e02.png,2026-09-19 10:24:14,错题采集
769,929372755,"设总体 服从正态分布 , 其中 已知, 对 进行双边假设检验, 为显著性水平, 若 均保持不变, 则增大样本容量 会使 .（ ）","犯第一类（弃真）错误的概率不变, 犯第二类（取伪）错误的概率变小",2026-09-19 10:24:14,错题采集
770,929371019,"设 是来自正态总体 的简单随机样本, 其中 未知, 为未知参数, 记 为样本均值, 为样本方差, 则 的置信度为 的置信区间为（ ）.",https://image.zhihuishu.com/zhs/question-import/formula/202303/4c595b34e6e04fca820b3104927bd63c.png,2026-09-19 10:24:32,错题采集
771,929371275,"设 为来自正态总体 的简单随机样本, 其中 已知, 为未知参数, 为样本均值, 为样本方差, 求 的置信度为 的置信区间, 应选用的统计量及其服从的分布为 .（ ）",https://image.zhihuishu.com/zhs/question-import/formula/202303/3abd8e90767345b7b2070e998febfa26.png,2026-09-19 10:24:32,错题采集
772,929371018,"设总体 服从正态分布 , 其中 已知, 未知. 为来自 的简单随机样本, 记 为样本均值, 若 的置信区间为 , 则其置信水平为（ ）.",0.95,2026-09-19 10:24:32,错题采集
773,929370004,设总体 服从正态分布 ，其中 均未知. 若样本容量 和置信度 都不变，则对于不同的样本观测值，总体均值 的置信区间的长度也不变. （ ）,错,2026-09-19 10:24:32,错题采集
774,929371279,"设 是来自正态总体 的简单随机样本, 为未知参数, 为样本均值, 则 的置信度为 的置信区间为 . （ ）",https://image.zhihuishu.com/zhs/question-import/formula/202303/77b248e4a9c5489096af32347e5ec3e1.png,2026-09-19 10:24:32,错题采集
775,929371302,"设一批罐头的重量 (单位: 克) 服从正态分布 , 从中随机抽取25瓶罐头, 得到重量的平均值为500克, 则 的置信度为0.90的置信区间为 . （ ）(已知 , , 其中 为标准正态分布的分布函数)",https://image.zhihuishu.com/zhs/question-import/formula/202303/b69ff21fc0dc4bc0807d0140046c3a12.png,2026-09-19 10:24:32,错题采集
776,929372760,"在假设检验的问题中, 显著性水平 指的是在原假设 不真时, 接受 的概率, 即犯第一类错误的概率. （ ）",错,2026-09-19 10:25:07,错题采集
777,929372752,"在对总体的某参数进行假设检验时, 若给定显著性水平 , 则 是（ ）.",犯第一类错误的概率,2026-09-19 10:25:07,错题采集
778,929372754,"假设检验时, 若增大样本容量, 则犯两类错误的概率（ ）.",都减小,2026-09-19 10:25:07,错题采集
779,929372056,假设检验的基本思想是（ ）。 Ⅰ.先对总体的参数或分布函数的表达式做出某种假设，然后找出一个在假设成立条件下出现可能性甚小的（条件）小概率事件 Ⅱ.如果试验或抽样的结果使该小概率事件出现了，这与小概率原理相违背，表明原来的假设有问题，应予以否定，即拒绝这个假设 Ⅲ.若该小概率事件在一次试验或抽样中并未出现，就没有理由否定这个假设，表明试验或抽样结果支持这个假设，这时称假设也实验结果是相容的，或者说可以接受原来的假设 Ⅳ.如果试验或抽样的结果使该小概率事件出现了，则不能否认这个假设。,Ⅰ.Ⅱ.Ⅲ,2026-09-19 10:25:36,错题采集
780,929372063,"对正态总体的数学期望 进行假设检验, 如果在显著性水平 下接受 , 那么在 减小时, 不能确定接受还是拒绝 . （ ）",错,2026-09-19 10:25:36,错题采集
781,929372053,对总体 的概率密度函数进行假设检验，原假设 对 进行一次观测得样本 ，规定当 时，拒绝 ，则此检验的显著性水平 （ ）.,https://hike-export.oss-cn-hangzhou.aliyuncs.com/paper/dev/20260523/9fdb0d09-879e-4084-bee4-f59acf8111fb.png,2026-09-19 10:25:36,错题采集
782,929372758,"如果原假设是错误的, 做出的决策是接受备择假设, 则犯了取伪错误. （ ）",错,2026-09-19 10:25:36,错题采集
783,929372058,"对总体参数提出某种假设,然后利用样本信息判断假设是否成立的过程称为（ ）",假设检验,2026-09-19 10:26:23,错题采集
784,929372052,"关于检验水平 的设定,下列叙述错误的是（ ）","为了得到所希望的结论,可随时对 的值进行修正.|https://image.zhihuishu.com/zhs/question-import/formula/202303/bdf870b6e2594be6a1ffa9f1a65b8fa2.png",2026-09-19 10:26:23,错题采集
785,929372748,"关于假设检验可能犯的两类错误, 下列说法正确的是（ ）.","既可能犯第一类错误, 也可能犯第二类错误",2026-09-19 10:26:23,错题采集
786,929372746,对显著性水平 的检验结果而言，犯第一类错误的概率（ ）。,小于或等于|https://image.zhihuishu.com/zhs/question-import/formula/202303/84d8397faca24f8997e92b4ef415a3c1.png,2026-09-19 10:26:23,错题采集
787,929372753,"对正态总体的数学期望 进行假设检验, 如果在显著性水平 下接受 , 那么在 减小时, 仍会接受 . （ ）",对,2026-09-19 10:26:53,错题采集
788,929372756,"如果原假设是正确的, 但做出的决策是接受备择假设, 则犯了弃真错误.（ ）",对,2026-09-19 10:26:53,错题采集
789,929372757,"在假设检验中, 记原假设 ; 备择假设 , 则犯第二类错误指的是当 为真时, 拒绝 . （ ）",错,2026-09-19 10:26:53,错题采集
790,929372054,从统计量出发，对总体某些特性的“假设”作出拒绝或接受的判断的过程称为（ ）,假设检验,2026-09-19 10:26:53,错题采集
791,929372050,在一个确定的假设检验中，与判断结果相关的因素有（ ） 。,"A,B,C.同时成立",2026-09-19 10:26:53,错题采集
792,929372751,下列说法正确的是（ ）。,如果零假设是正确的，但做出的决策是接受备择假设，则犯了弃真错误,2026-09-19 10:27:50,错题采集
793,929372057,一项假设检验中，原假设和备择假设必有一个成立，而且只有一个成立。（ ）,对,2026-09-19 10:27:50,错题采集
794,929372750,"假设检验时, 若减少样本容量, 则犯两类错误的概率一般是（ ）.",都增大,2026-09-19 10:27:50,错题采集
795,929372759,"在假设检验的问题中, 显著性水平 指的是在原假设 为真时, 接受 的概率. （ ）",错,2026-09-19 10:27:50,错题采集
796,932473118,"在假设检验中, 记为原假设， 记为备择假设，下列说法错误的是( )","设 拒绝 真 , 接受 不真 则 变大时 变小。|https://hike-export.oss-cn-hangzhou.aliyuncs.com/paper/dev/20260511/a81b9f97-eee5-4633-bdbd-73fa865edc73.png",2026-09-19 10:27:50,错题采集
797,929372066,假设检验的基本步骤是（ ）,建立检验假设；选定检验方法；计算检验统计量；做出推断结论,2026-09-19 10:28:09,错题采集
798,929372055,假设检验的概率依据是（ ）。,小概率原理,2026-09-19 10:28:09,错题采集
799,929372059,在假设检验中，不拒绝原假设意味着（ ）。,没有证据证明原假设是错误的,2026-09-19 10:28:09,错题采集
800,929372060,若一项假设规定显著性水平为α=0.05，下面的表述哪一个是正确的（ ）,接受H 1 时的可靠性为95%,2026-09-19 10:28:09,错题采集
801,929373615,"对正态总体的数学期望 进行假设检验, 如果在显著性水平0.05下接受 , 那么在显著性水平0.01下, 下列结论正确的是（ ）.",必接受|https://image.zhihuishu.com/zhs/question-import/formula/202303/ba3a6bd9586c4fbd9b9ec9514f281f39.png,2026-09-19 10:28:09,错题采集
802,929372749,"关于假设检验可能犯的两类错误的概率, 下列说法正确的是（ ）.",犯两类错误的概率，一般是此消彼长的,2026-09-19 10:28:09,错题采集
803,929373599,"设 为来自正态总体 的简单随机样本, 若进行假设检验, 当（ ）时, 一般采用统计量 .","未知, 检验|https://image.zhihuishu.com/zhs/question-import/formula/202303/d70d7d033d74497fbc41b360253993f1.png",2026-09-19 10:29:09,错题采集
804,929373598,"设 为来自正态总体 的简单随机样本, 若进行假设检验, 当（ ）时, 一般采用统计量 .","已知, 检验|https://image.zhihuishu.com/zhs/question-import/formula/202303/675ca4ce9d1a4855b6e9abb9417b895e.png",2026-09-19 10:29:09,错题采集
